,path,xmin,ymin,xmax,ymax,label,width,height
5269,BD_71/Andrena hattorfiana/Andrena hattorfiana35405.jpg,185.0,130.0,273.75,232.5,Anthophila,500,375
5270,BD_71/Colletes cunicularius/Colletes cunicularius97162.jpeg,55.0,68.75,402.5,428.75,Anthophila,500,500
5271,BD_71/Osmia bicolor/Osmia bicolor56135.jpg,137.25446428571428,89.28571428571429,440.00000000000006,444.2578125,Anthophila,473,500
5272,BD_71/Bombus vestalis/Bombus vestalis90999.jpg,16.25,182.5,121.25,315.0,Anthophila,375,500
5273,BD_71/Macropis europaea/Macropis europaea41344.jpeg,113.75,46.25,376.25,355.0,Anthophila,500,375
5274,BD_71/Nomada goodeniana/Nomada goodeniana69105.jpeg,175.0,48.75,321.25,160.0,Anthophila,500,300
5275,BD_71/Heriades truncorum/Heriades truncorum88716.jpeg,130.0,103.75,327.5,262.5,Anthophila,500,333
5276,BD_71/Andrena cineraria/Andrena cineraria61251.jpeg,48.75,60.0,440.0,373.75,Anthophila,500,375
5277,BD_71/Osmia aurulenta/dsc_0759_03.jpg,35.0625,17.857142857142858,323.75,494.2578125,Anthophila,374,500
5278,BD_71/Bombus hortorum/Bombus hortorum2158.jpg,118.75,155.0,351.25,318.75,Anthophila,486,500
5279,BD_71/Anthidium manicatum/p726431x2.jpg,2.5,262.5,397.5,495.0,Anthophila,400,500
5280,BD_71/Osmia bicornis/Osmia bicornis55784.jpeg,86.25,238.75,388.75,433.75,Anthophila,500,490
5281,BD_71/Anthidium manicatum/Anthidium manicatum39518.jpg,137.5,66.25,393.75,302.5,Anthophila,500,375
5282,BD_71/Rhodanthidium sticticum/Rhodanthidium sticticum73296.jpeg,140.0,55.24553571428572,339.2857142857143,308.0078125,Anthophila,500,375
5283,BD_71/Andrena ventralis/Andrena ventralis25652.jpg,53.57142857142857,68.38392857142857,406.25,290.0,Anthophila,500,333
5284,BD_71/Bombus pratorum/Bombus pratorum55041.jpeg,10.0,127.5,366.25,445.0,Anthophila,400,500
5285,BD_71/Andrena haemorrhoa/Andrena haemorrhoa32660.jpg,109.375,15.0,382.5,285.0,Anthophila,500,375
5286,BD_71/Bombus argillaceus/Bombus argillaceus M 1.3 Barreme Alpes maritimes 22 07 2019 IMG_7705.jpg,122.5,61.25,337.5,237.5,Anthophila,500,298
5287,BD_71/Bombus lapidarius/Bombus lapidarius95851.jpeg,80.35714285714286,35.67857142857143,441.25,331.25000000000006,Anthophila,500,333
5288,BD_71/Andrena cineraria/Andrena cineraria31103.jpeg,95.0,116.07142857142856,278.75,308.75,Anthophila,375,500
5289,BD_71/Dasypoda hirtipes/Dasypoda hirtipes36170.jpg,92.5,166.7578125,231.25,306.7578125,Anthophila,375,500
5290,BD_71/Bombus hortorum/Bombus hortorum64504.jpeg,12.5,158.75,261.25,395.0,Anthophila,500,500
5291,BD_71/Andrena vaga/Andrena vaga62258.jpg,87.5,82.50000000000001,357.5,296.25000000000006,Anthophila,500,333
5292,BD_71/Xylocopa violacea/Xylocopa violacea18121.jpg,64.28571428571429,58.8125,440.0,682.1428571428571,Anthophila,600,800
5293,BD_71/Rhodanthidium septemdentatum/Rhodanthidium septemdentatum70637.jpeg,306.25,101.7578125,332.5,140.5078125,Anthophila,500,225
5294,BD_71/Anthophora bimaculata/Anthophora bimaculata15709.jpg,66.25,185.0,330.0,295.0,Anthophila,375,500
5295,BD_71/Anthophora plumipes/Anthophora plumipes96064.jpeg,123.75,30.000000000000004,336.25,308.75000000000006,Anthophila,500,333
5296,BD_71/Colletes hederae/Colletes hederae12333.jpg,182.0,84.00000000000001,678.0,460.00000000000006,Anthophila,800,600
5297,BD_71/Andrena ventralis/Andrena ventralis22520.jpg,24.553571428571427,101.08928571428572,463.75,295.00000000000006,Anthophila,500,333
5298,BD_71/Colletes hederae/Colletes hederae5055.jpg,80.0,56.00000000000001,538.0,708.0,Anthophila,601,800
5299,BD_71/Colletes cunicularius/Colletes cunicularius7829.jpeg,116.25,6.25,305.0,322.50000000000006,Anthophila,500,333
5300,BD_71/Andrena flavipes/uu66_19_04_13_an.jpg,145.0,62.5,331.25,347.5,Anthophila,500,373
5301,BD_71/Melecta albifrons/P1220976.jpeg,37.94642857142857,43.74107142857143,458.75,385.5078125,Anthophila,500,426
5302,BD_71/Ceratina cucurbitina/Ceratina cucurbitina1976.jpg,400.0,286.1294642857143,610.0,598.0416564941406,Anthophila,800,599
5303,BD_71/Megachile ericetorum/rdscf9310.jpg,118.75,135.0,433.75,316.25,Anthophila,500,375
5304,BD_71/Bombus ruderatus/Bombus ruderatus87372.jpeg,177.5,82.5,325.0,197.5,Anthophila,500,335
5305,BD_71/Bombus lucorum/Bombus lucorum59163.jpg,60.0,163.75,288.75,360.0,Anthophila,375,500
5306,BD_71/Bombus rupestris/Bombus rupestris69676.jpeg,73.75,36.830357142857146,438.75,361.25,Anthophila,500,375
5307,BD_71/Bombus sylvarum/Bombus sylvarum90254.jpeg,113.75,321.25,330.0,493.75,Anthophila,375,500
5308,BD_71/Bombus lucorum/Bombus lucorum45043.jpg,51.25,88.75,290.0,406.25,Anthophila,500,500
5309,BD_71/Bombus sylvarum/Bombus sylvarum81167.jpeg,50.0,88.75,472.5,478.75,Anthophila,477,500
5310,BD_71/Andrena cineraria/Andrena cineraria44624.jpeg,28.75,121.25,261.25,435.0,Anthophila,281,500
5311,BD_71/Colletes cunicularius/Colletes cunicularius6147.jpg,6.25,45.0,316.25000000000006,360.0,Anthophila,333,500
5312,BD_71/Bombus rupestris/Bombus rupestris95800.jpeg,116.07142857142856,140.0,260.0,333.75,Anthophila,500,500
5313,BD_71/Melecta albifrons/Melecta albifrons9443.jpg,196.42857142857144,83.75892857142857,395.0892857142857,269.73214285714283,Anthophila,500,318
5314,BD_71/Bombus terrestris lusitanicus/Bombus terrestris lusitanicus447.jpeg,157.5,23.75,363.75,316.25000000000006,Anthophila,500,333
5315,BD_71/Halictus scabiosae/Halictus scabiosae43488.jpeg,145.0,136.25,243.75,210.0,Anthophila,375,500
5316,BD_71/Osmia bicolor/DSCN8220.jpg,72.5,6.757812499999999,445.0,345.50781249999994,Anthophila,500,357
5317,BD_71/Andrena vaga/Andrena vaga19057.jpeg,97.5,91.25,230.00000000000003,332.5,Anthophila,333,500
5318,BD_71/Andrena nitida/Andrena nitida63396.jpeg,165.0,53.75,367.5,168.75,Anthophila,500,243
5319,BD_71/Apis mellifera/Spipoll_Apis mellifera5840.jpg,110.7142857142857,37.5625,690.0,590.0,Anthophila,800,601
5320,BD_71/Bombus lucorum/Bombus lucorum87454.jpeg,135.0,46.25000000000001,347.5,260.0,Anthophila,500,328
5321,BD_71/Megachile sculpturalis/Megachile sculpturalis40540.jpeg,140.0,129.2578125,410.0,401.7578125,Anthophila,487,500
5322,BD_71/Bombus sylvarum/Bombus sylvarum81179.jpeg,30.0,67.5,212.5,347.5,Anthophila,402,500
5323,BD_71/Osmia caerulescens/apidae1.jpg,22.5,38.035714285714285,477.6785714285714,401.7578125,Anthophila,500,426
5324,BD_71/Anthidium florentinum/Anthidium florentinum54294.jpg,95.0,0.0,426.25,298.75,Anthophila,500,375
5325,BD_71/Sphecodes albilabris/Sphecodes albilabris89026.jpeg,194.19642857142856,142.71428571428572,355.0,248.75000000000003,Anthophila,500,333
5326,BD_71/Bombus campestris/Bombus campestris84186.jpeg,110.0,195.0,237.5,310.0,Anthophila,281,500
5327,BD_71/Osmia cornuta/Osmia cornuta7923.jpeg,91.25,116.25,200.0,270.0,Anthophila,500,375
5328,BD_71/Andrena thoracica/DSC_9292.jpg,91.51785714285714,30.0,358.75,277.5,Anthophila,500,331
5329,BD_71/Osmia cornuta/Osmia cornuta8080.jpg,125.0,127.5,431.25,292.5,Anthophila,500,375
5330,BD_71/Anthidium florentinum/Anthidium florentinum85179.jpg,156.25,16.25,335.0,255.0,Anthophila,500,315
5331,BD_71/Andrena flavipes/Andrena flavipes66241.jpeg,123.75,34.82142857142857,341.5178571428572,282.5,Anthophila,500,325
5332,BD_71/Anthidium florentinum/Anthidium florentinum40727.jpg,86.25,127.5,417.5,348.75,Anthophila,500,500
5333,BD_71/Anthidium manicatum/Anthidium manicatum12781.jpg,115.0,37.5,361.25,306.25,Anthophila,500,375
5334,BD_71/Bombus lapidarius/Bombus lapidarius4690.jpeg,6.25,85.0,350.0,497.5,Anthophila,375,500
5335,BD_71/Andrena clarkella/Andrena clarkella5889.jpg,21.25,87.05357142857143,307.50000000000006,482.5,Anthophila,333,500
5336,BD_71/Hylaeus variegatus/p1180824.jpg.jpg,240.0,45.0,455.0,273.75,Anthophila,500,333
5337,BD_71/Osmia cornuta/Osmia cornuta57789.jpeg,218.75,118.75,327.5,193.75,Anthophila,481,500
5338,BD_71/Dasypoda hirtipes/Dasypoda hirtipes50974.jpeg,217.5,88.0078125,335.0,171.7578125,Anthophila,500,375
5339,BD_71/Andrena florea/Andrena florea29350.jpg,194.9642857142857,151.9525,334.7525,387.63392857142856,Anthophila,424,457
5340,BD_71/Bombus hortorum/Bombus hortorum62928.jpg,135.0,126.25,270.0,321.25,Anthophila,375,500
5341,BD_71/Andrena cineraria/Andrena cineraria3027.jpg,97.5,68.75,268.75,397.5,Anthophila,375,500
5342,BD_71/Bombus terrestris lusitanicus/Bombus terrestris lusitanicus889.jpg,147.5,82.5,397.5,328.75,Anthophila,500,375
5343,BD_71/Anthidium manicatum/Anthidium manicatum39228.jpg,128.75,31.25,421.25,362.5,Anthophila,500,375
5344,BD_71/Osmia cornuta/Osmia cornuta20788.jpeg,127.5,93.75,201.25,176.25,Anthophila,500,281
5345,BD_71/Chelostoma florisomne/Chelostoma florisomne55773.jpeg,133.75,25.0,272.5,206.25,Anthophila,500,366
5346,BD_71/Andrena nitida/Andrena nitida60450.jpeg,40.17857142857143,44.00892857142856,390.625,252.69642857142864,Anthophila,500,318
5347,BD_71/Colletes cunicularius/7_avril_023x.jpg,111.25,135.0,402.5,318.75,Anthophila,500,355
5348,BD_71/Melecta albifrons/Melecta albifrons53223.jpeg,190.0,101.7578125,316.25,206.7578125,Anthophila,500,333
5349,BD_71/Andrena florea/Andrena florea10869.jpg,266.0,138.0,514.0,462.0,Anthophila,800,600
5350,BD_71/Andrena hattorfiana/Andrena-hattorfiana_m_Ustou-09_16-VI-2019_IMG_3559.JPG,987.3526785714286,324.2544642857143,2310.7,1477.1975,Anthophila,3301,2201
5351,BD_71/Halictus scabiosae/Halictus scabiosae58197.jpg,80.0,13.750000000000002,392.5,223.75000000000003,Anthophila,500,333
5352,BD_71/Bombus humilis/Bombus humilis96018.jpeg,68.75,29.017857142857142,395.0,473.0078125,Anthophila,499,500
5353,BD_71/Andrena nycthemera/Andrena nycthemera6124.jpg,26.25,71.25,461.25,318.75000000000006,Anthophila,500,333
5354,BD_71/Anthidium oblongatum/Anthidium oblongatum40136.jpeg,160.0,153.75,318.75,322.5,Anthophila,500,500
5355,BD_71/Osmia caerulescens/osmiecae5.jpg,237.5,65.5078125,461.25,183.0078125,Anthophila,500,253
5356,BD_71/Andrena cineraria/Andrena cineraria22286.jpeg,131.0625,72.5,375.0,357.1428571428572,Anthophila,466,500
5357,BD_71/Colletes cunicularius/IMG_8013 hymenoptere.jpg,30.0,7.5,491.25,431.25,Anthophila,500,437
5358,BD_71/Anthidium manicatum/Anthidium 13mm.jpg,10.0,50.0,226.25,308.0,Anthophila,500,308
5359,BD_71/Andrena fulva/Andrena fulva14536.jpg,200.0,13.392857142857142,525.0,484.82142857142856,Anthophila,800,600
5360,BD_71/Sphecodes albilabris/Sphecodes albilabris72766.jpeg,120.53571428571428,97.23214285714285,323.6607142857143,267.38839285714283,Anthophila,500,495
5361,BD_71/Bombus lapidarius/Bombus lapidarius131.jpg,163.75000000000003,162.94642857142858,440.19642857142856,461.25,Anthophila,498,500
5362,BD_71/Osmia cornuta/Osmia cornuta21479.jpg,88.75,81.25000000000001,376.25,306.25000000000006,Anthophila,500,333
5363,BD_71/Bombus vestalis/Bombus vestalis75070.jpg,123.88392857142856,103.75,371.25,432.5,Anthophila,375,500
5364,BD_71/Andrena nycthemera/Andrena nycthemera6121.jpg,8.75,23.75,487.5,278.75,Anthophila,500,333
5365,BD_71/Bombus lucorum/bombus_lucorum_m.jpg,16.25,8.75,483.75,495.0,Anthophila,500,498
5366,BD_71/Amegilla quadrifasciata/montagewg.jpg,306.25,76.25,478.75,232.5,Anthophila,500,295
5367,BD_71/Megachile centuncularis/meg_brosse_orang.jpg,267.5,2.5000000000000004,490.0,156.25000000000003,Anthophila,500,328
5368,BD_71/Andrena clarkella/Andrena clarkella66059.jpg,66.96428571428571,89.46428571428571,473.2142857142857,231.11607142857144,Anthophila,500,334
5369,BD_71/Dasypoda hirtipes/Dasypoda hirtipes80815.jpeg,162.5,183.0078125,393.75,344.2578125,Anthophila,500,500
5370,BD_71/Bombus sylvarum/Bombus sylvarum88739.jpg,118.75,215.0,235.00000000000003,312.5,Anthophila,375,500
5371,BD_71/Anthophora plumipes/Anthophora plumipes2851.jpg,71.42857142857143,20.8125,382.5,273.75,Anthophila,500,333
5372,BD_71/Anthidium florentinum/Anthidium florentinum46711.jpg,155.0,13.749999999999998,467.5,306.24999999999994,Anthophila,500,347
5373,BD_71/Colletes hederae/Colletes hederae2628.jpg,286.0,72.0,516.0,418.0,Anthophila,800,600
5374,BD_71/Colletes hederae/Colletes hederae49412.jpeg,125.0,31.25,343.75,325.0,Anthophila,500,405
5375,BD_71/Rhodanthidium sticticum/Rhodanthidium sticticum7228.jpeg,156.25,125.5078125,317.5,246.09375,Anthophila,500,375
5376,BD_71/Bombus vestalis/Bombus vestalis95854.jpeg,248.75,15.000000000000002,381.25,123.75,Anthophila,500,333
5377,BD_71/Andrena nitida/Andrena nitida61006.jpeg,69.19642857142857,105.93303571428572,430.8035714285715,291.75,Anthophila,500,389
5378,BD_71/Osmia bicolor/Osmia bicolor63423.jpeg,171.875,113.20982142857144,406.25,261.7578125,Anthophila,500,321
5379,BD_71/Melecta albifrons/Melecta albifrons51461.jpg,136.25,98.0078125,363.75,295.5078125,Anthophila,500,375
5380,BD_71/Bombus bohemicus/Bombus bohemicus79978.jpeg,171.25,213.75,255.00000000000003,338.75,Anthophila,375,500
5381,BD_71/Rhodanthidium septemdentatum/Rhodanthidium septemdentatum70820.jpg,62.5,41.625,236.25,239.25781250000003,Anthophila,500,333
5382,BD_71/Bombus lapidarius/Bombus lapidarius60606.jpeg,11.25,21.25,480.0,403.75,Anthophila,500,424
5383,BD_71/Bombus pratorum/Bombus pratorum79912.jpeg,111.25,22.5,463.75,336.25,Anthophila,500,345
5384,BD_71/Apis mellifera/Apis mellifera3748.jpg,60.71428571428572,84.00000000000001,706.0,562.0,Anthophila,800,600
5385,BD_71/Bombus argillaceus/Bombus argillaceus59185.jpg,147.32142857142858,46.08482142857143,376.25,295.00000000000006,Anthophila,500,333
5386,BD_71/Bombus sylvarum/Bombus sylvarum5457.jpg,175.0,75.00000000000001,373.75,253.75000000000003,Anthophila,500,333
5387,BD_71/Colletes cunicularius/Colletes cunicularius20874.jpg,142.5,81.25,383.75,293.75,Anthophila,500,334
5388,BD_71/Bombus vestalis/Bombus vestalis36026.jpg,18.75,168.75,327.5,358.75,Anthophila,375,500
5389,BD_71/Andrena haemorrhoa/Andrena haemorrhoa25241.jpg,17.5,131.25,274.55357142857144,308.0357142857143,Anthophila,375,500
5390,BD_71/Halictus scabiosae/Halictus scabiosae38434.jpg,36.25,12.5,477.5,318.75000000000006,Anthophila,500,333
5391,BD_71/Bombus pascuorum/P4131192-Bombus pascuorum floralis-femelle - copie.jpg,17.5,91.25,361.25,456.25,Anthophila,443,500
5392,BD_71/Bombus sylvarum/Bombus sylvarum52891.jpeg,128.75,7.5,451.25,273.75,Anthophila,500,375
5393,BD_71/Andrena nitida/Andrena nitida28570.jpg,0.0,76.25000000000001,353.75,282.5,Anthophila,500,333
5394,BD_71/Megachile sculpturalis/Megachile sculpturalis84587.jpeg,130.0,29.2578125,401.25,323.0078125,Anthophila,500,434
5395,BD_71/Bombus campestris/Bombus campestris4553.jpg,228.75,41.25000000000001,422.5,253.75000000000003,Anthophila,500,333
5396,BD_71/Andrena hattorfiana/Andrena hattorfiana35414.jpg,171.25,136.25,372.5,333.75,Anthophila,375,500
5397,BD_71/Bombus lapidarius/Bombus lapidarius83043.jpeg,133.75,85.37946428571428,401.7857142857143,301.25,Anthophila,500,375
5398,BD_71/Bombus sylvarum/Bombus sylvarum57659.jpeg,108.75,2.5,396.25,338.75,Anthophila,500,357
5399,BD_71/Andrena fulva/Andrena fulva16218.jpg,160.0,324.0,406.0,636.0,Anthophila,603,800
5400,BD_71/Colletes hederae/Colletes hederae49455.jpeg,80.0,61.25,453.75,396.25,Anthophila,455,500
5401,BD_71/Melecta albifrons/_red._lr_3.jpg,5.0,33.0078125,486.25,488.0078125,Anthophila,500,500
5402,BD_71/Bombus lapidarius/Bombus lapidarius7689.jpeg,83.75,49.05803571428572,403.75,278.75,Anthophila,500,333
5403,BD_71/Bombus lapidarius/Bombus lapidarius18949.jpeg,31.25,5.022321428571429,433.75,361.25,Anthophila,500,375
5404,BD_71/Bombus lucorum/Bombus lucorum86444.jpg,21.25,76.25,271.25,297.5,Anthophila,375,500
5405,BD_71/Andrena thoracica/p7040468_andrena.jpg,129.46428571428572,124.25,396.25,335.0,Anthophila,500,392
5406,BD_71/Bombus rupestris/Bombus rupestris72761.jpg,203.75,181.25,348.75,286.25,Anthophila,500,416
5407,BD_71/Heriades truncorum/Heriades truncorum15569.jpeg,103.75,103.75,387.5,308.75,Anthophila,500,375
5408,BD_71/Andrena haemorrhoa/Andrena haemorrhoa24728.jpeg,125.0,71.98660714285714,359.375,326.4508928571429,Anthophila,500,375
5409,BD_71/Bombus vestalis/Bombus vestalis29521.jpeg,56.25,176.25,273.75,347.5,Anthophila,375,500
5410,BD_71/Andrena cineraria/Andrena cineraria74187.jpeg,77.96875,145.08928571428572,457.5,361.25,Anthophila,499,500
5411,BD_71/Nomada goodeniana/Nomada goodeniana70575.jpeg,101.25,155.0,292.5,306.25,Anthophila,375,500
5412,BD_71/Anthophora plumipes/a_plumipes_auben.jpg,142.5,20.0,381.25,277.5,Anthophila,500,354
5413,BD_71/Nomada goodeniana/Nomada goodeniana23522.jpg,201.25,81.25,341.25,270.0,Anthophila,500,334
5414,BD_71/Halictus scabiosae/dsc04229.jpg.jpg,130.0,13.750000000000002,325.0,341.25,Anthophila,500,349
5415,BD_71/Andrena nycthemera/Andrena nycthemera56550.jpg,51.33928571428572,99.60267857142856,393.75,273.75,Anthophila,500,333
5416,BD_71/Macropis europaea/Macropis europaea95614.jpeg,171.25,57.49999999999999,455.0,365.0,Anthophila,500,375
5417,BD_71/Andrena clarkella/Andrena clarkella98.jpg,51.89732142857143,60.267857142857146,343.75,406.25,Anthophila,375,500
5418,BD_71/Lithurgus chrysurus/Lithurgus chrysurus84995.jpg,85.0,57.5,447.5,326.25,Anthophila,500,334
5419,BD_71/Megachile centuncularis/dsc_0495.jpg,112.5,82.5,312.5,283.75,Anthophila,500,331
5420,BD_71/Bombus pratorum/Bombus pratorum34377.jpg,37.5,120.0,341.25,375.0,Anthophila,375,500
5421,BD_71/Andrena fulva/Andrena fulva17950.jpg,64.875,164.0,610.0,598.0,Anthophila,692,800
5422,BD_71/Lithurgus chrysurus/Lithurgus chrysurus16308.jpeg,35.0,47.5,475.0,290.0,Anthophila,500,333
5423,BD_71/Bombus rupestris/Bombus rupestris47344.jpg,151.78571428571428,105.46875,375.0,328.75,Anthophila,500,375
5424,BD_71/Bombus vestalis/Bombus vestalis45805.jpeg,140.625,169.64285714285714,235.00000000000003,274.2578125,Anthophila,375,500
5425,BD_71/Andrena cineraria/Andrena cineraria93752.jpeg,10.0,126.25,266.5446428571429,417.4107142857143,Anthophila,321,500
5426,BD_71/Andrena thoracica/hyme.jpeg,120.0,2.5,342.5,375.0,Anthophila,500,399
5427,BD_71/Bombus bohemicus/Bombus bohemicus9509.jpg,201.25,81.25,368.75,290.0,Anthophila,500,375
5428,BD_71/Macropis europaea/macropis_9mm_26..jpg,7.5,16.25,272.5,236.25,Anthophila,500,272
5429,BD_71/Nomada goodeniana/Nomada goodeniana25315.jpg,196.25,68.74999999999999,318.75,261.24999999999994,Anthophila,500,322
5430,BD_71/Osmia bicornis/Osmia bicornis48432.jpeg,130.0,74.33035714285714,424.1071428571428,278.75,Anthophila,500,333
5431,BD_71/Andrena vaga/Andrena vaga19964.jpeg,78.125,60.0,391.25,280.0,Anthophila,500,350
5432,BD_71/Anthidium oblongatum/Anthidium oblongatum79407.jpeg,76.25,95.35267857142856,448.6607142857143,357.50000000000006,Anthophila,500,403
5433,BD_71/Nomada goodeniana/Nomada goodeniana28322.jpg,87.5,43.75,462.5,395.0,Anthophila,500,447
5434,BD_71/Colletes cunicularius/P4070265_v1.jpg,16.25,11.25,480.0,457.5,Anthophila,500,471
5435,BD_71/Sphecodes albilabris/Sphecodes albilabris45884.jpeg,46.25,102.5,390.0,350.0,Anthophila,500,426
5436,BD_71/Andrena florea/Andrena florea36948.jpeg,128.75,182.5,210.00000000000003,241.25,Anthophila,375,500
5437,BD_71/Bombus ruderatus/Bombus ruderatus22919.jpeg,177.5,178.75,285.0,285.0,Anthophila,500,375
5438,BD_71/Osmia bicornis/Osmia bicornis9131.jpeg,108.75,46.25,441.25,316.25,Anthophila,500,376
5439,BD_71/Halictus scabiosae/Halictus scabiosae64418.jpeg,236.25,170.0,343.75,316.25,Anthophila,500,375
5440,BD_71/Andrena nigroaenea/Andrena nigroaenea24370.jpg,57.85714285714285,21.6,295.2,312.29999999999995,Anthophila,360,335
5441,BD_71/Bombus lucorum/Bombus lucorum81009.jpg,235.0,58.75000000000001,407.5,252.50000000000003,Anthophila,500,334
5442,BD_71/Bombus lapidarius/Bombus lapidarius42407.jpeg,157.5,60.0,276.25,198.75,Anthophila,375,500
5443,BD_71/Bombus vestalis/Bombus vestalis53684.jpg,34.732142857142854,53.57142857142857,389.0,387.5,Anthophila,389,500
5444,BD_71/Bombus ruderatus/Bombus ruderatus91197.jpeg,82.5,166.25,327.5,477.5,Anthophila,418,500
5445,BD_71/Sphecodes albilabris/IMG_20200326_075459.jpg,0.0,0.0,497.5,235.00000000000003,Anthophila,500,373
5446,BD_71/Andrena ventralis/dsc_0071.jpg,73.66071428571429,85.0,401.25,277.5,Anthophila,500,303
5447,BD_71/Anthidium florentinum/Anthidium florentinum75910.jpg,128.75,170.0,247.5,301.25,Anthophila,375,500
5448,BD_71/Halictus scabiosae/2012_08_18_reall1.jpg,87.5,43.75000000000001,383.75,311.25,Anthophila,500,334
5449,BD_71/Andrena haemorrhoa/Andrena haemorrhoa70090.jpeg,119.84821428571428,113.83928571428572,330.5491071428571,312.5,Anthophila,433,500
5450,BD_71/Anthidium manicatum/Anthidium manicatum32534.jpg,162.94642857142858,187.5,377.2321428571428,395.0892857142857,Anthophila,500,500
5451,BD_71/Halictus scabiosae/Halictus scabiosae70553.jpg,155.0,98.75,346.25000000000006,367.5,Anthophila,424,500
5452,BD_71/Sphecodes albilabris/Sphecodes albilabris64462.jpeg,255.0,138.75,343.75,233.75,Anthophila,500,351
5453,BD_71/Anthophora plumipes/Anthophora plumipes53979.jpeg,69.87053571428571,145.08928571428572,332.50000000000006,411.25,Anthophila,333,500
5454,BD_71/Colletes hederae/Colletes hederae47901.jpeg,13.75,143.75,491.25,406.25,Anthophila,500,500
5455,BD_71/Osmia cornuta/Osmia cornuta22630.jpg,59.23214285714285,98.21428571428572,355.3928571428572,379.4642857142857,Anthophila,428,500
5456,BD_71/Andrena hattorfiana/Andrena hattorfiana39870.jpeg,93.75,65.29017857142857,390.625,308.03571428571433,Anthophila,500,375
5457,BD_71/Bombus pascuorum/Bombus pascuorum91164.jpg,25.0,43.75,386.25,445.0,Anthophila,500,500
5458,BD_71/Osmia bicolor/Osmia bicolor50134.jpeg,210.0,158.0078125,286.25,239.2578125,Anthophila,500,375
5459,BD_71/Colletes hederae/Colletes hederae90862.jpeg,56.25,126.25,450.0,407.5,Anthophila,500,500
5460,BD_71/Anthidiellum strigatum/Anthidiellum strigatum12840.jpg,196.42857142857144,97.09821428571428,338.75,260.0,Anthophila,500,375
5461,BD_71/Colletes hederae/Colletes hederae12042.jpg,194.0,26.0,606.0,572.0,Anthophila,800,604
5462,BD_71/Osmia cornuta/Osmia cornuta20926.jpg,292.5,160.0,397.5,312.5,Anthophila,500,500
5463,BD_71/Andrena hattorfiana/Andrena hattorfiana12660.jpg,46.25,0.0,321.25,356.25,Anthophila,375,500
5464,BD_71/Anthidium manicatum/Anthidium manicatum34287.jpeg,38.504464285714285,53.57142857142857,215.0,273.75,Anthophila,375,500
5465,BD_71/Anthophora plumipes/Anthophora plumipes24407.jpg,241.25,108.75,375.0,268.75,Anthophila,500,333
5466,BD_71/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2359.JPG,553.9151785714286,444.7008928571428,1342.540178571429,977.0892857142856,Anthophila,2103,1403
5467,BD_71/Apis mellifera/Spipoll_Apis mellifera16123.jpg,42.00000000000001,368.0,380.0,770.0,Anthophila,600,800
5468,BD_71/Bombus rupestris/Bombus rupestris83371.jpeg,131.25,151.25,306.25,268.75,Anthophila,500,281
5469,BD_71/Andrena clarkella/Andrena clarkella8408.jpeg,222.5,135.28125,296.875,197.5,Anthophila,500,333
5470,BD_71/Bombus sylvarum/Bombus sylvarum77846.jpeg,93.75,27.5,255.0,193.75,Anthophila,500,225
5471,BD_71/Bombus pratorum/Bombus pratorum34969.jpeg,130.0,70.00000000000001,427.5,371.25000000000006,Anthophila,500,433
5472,BD_71/Bombus lucorum/Bombus lucorum15678.jpeg,5.0,58.75,368.75,353.75,Anthophila,375,500
5473,BD_71/Dasypoda hirtipes/Dasypoda hirtipes38121.jpg,111.60714285714286,212.05357142857144,377.2321428571428,388.3928571428572,Anthophila,500,500
5474,BD_71/Bombus pascuorum/Bombus pascuorum90779.jpeg,173.75,212.5,286.25,300.0,Anthophila,500,486
5475,BD_71/Colletes hederae/Colletes hederae11899.jpg,72.0,86.0,580.0,694.0,Anthophila,601,800
5476,BD_71/Colletes hederae/Colletes hederae5054.jpg,16.0,72.0,546.0,636.0,Anthophila,600,800
5477,BD_71/Bombus hortorum/Bombus hortorum82131.jpeg,113.75,235.0,240.0,383.75,Anthophila,375,500
5478,BD_71/Bombus pascuorum/Bombus pascuorum70217.jpg,16.25,15.0,485.0,378.75,Anthophila,500,408
5479,BD_71/Halictus scabiosae/Halictus scabiosae46104.jpg,122.5,145.0,296.25,286.25,Anthophila,375,500
5480,BD_71/Colletes hederae/Colletes hederae16026.jpg,252.0,34.0,556.0,502.0,Anthophila,800,600
5481,BD_71/Bombus lapidarius/Bombus lapidarius10167.jpg,118.30357142857144,221.25,270.0,332.5,Anthophila,500,436
5482,BD_71/Anthidium manicatum/Anthidium manicatum41365.jpg,98.21428571428572,92.25,319.19642857142856,284.9866071428572,Anthophila,500,369
5483,BD_71/Apis mellifera/Apis mellifera7661.jpg,10.0,66.0,718.0,530.0,Anthophila,800,600
5484,BD_71/Osmia cornuta/Osmia cornuta2304.jpg,191.25,67.5,441.25,355.0,Anthophila,500,375
5485,BD_71/Megachile sculpturalis/Megachile sculpturalis79102.jpeg,267.5,103.0078125,333.75,171.75781249999997,Anthophila,500,281
5486,BD_71/Bombus rupestris/Bombus rupestris87219.jpg,127.23214285714285,154.01785714285714,372.5,342.5,Anthophila,500,500
5487,BD_71/Chelostoma florisomne/Chelostoma florisomne71635.jpeg,168.75,105.0,362.5,233.75000000000003,Anthophila,500,333
5488,BD_71/Andrena gravida/Andrena gravida24280.jpg,93.75,86.25,457.5,296.25000000000006,Anthophila,500,333
