path,xmin,ymin,xmax,ymax,label,width,height
BD_71/Colletes cunicularius/Colletes cunicularius8347.jpeg,52.5,27.5,407.5,271.25,Colletes cunicularius,500,300
BD_71/Colletes cunicularius/Colletes cunicularius21027.jpeg,127.5,71.25,487.5,295.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius56230.jpg,75.0,6.250000000000001,442.5,275.0,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius6179.jpg,17.5,45.0,427.5,316.25000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21102.jpeg,45.0,62.5,456.25,323.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58281.jpg,72.5,53.75,383.75,286.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius95480.jpg,73.75,7.5,358.75,367.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius97009.jpeg,36.25,33.75,387.5,322.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/sans_titre_169.jpg,135.0,48.75000000000001,336.25,356.25,Colletes cunicularius,500,429
BD_71/Colletes cunicularius/Colletes cunicularius59156.jpeg,141.25,158.75,321.24999999999994,317.5,Colletes cunicularius,476,500
BD_71/Colletes cunicularius/Colletes cunicularius24769.jpg,57.5,58.75000000000001,448.75,292.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius22651.jpg,118.75,76.25,397.5,301.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius51535.jpeg,63.75,81.24999999999999,430.0,321.25,Colletes cunicularius,500,417
BD_71/Colletes cunicularius/Colletes cunicularius67730.jpeg,80.0,48.75,308.75,461.25,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius8786.jpeg,110.0,63.75000000000001,463.75,332.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius29475.jpeg,156.25,100.0,372.5,266.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius3625.jpg,127.5,50.0,436.25,337.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius1170.jpg,61.25,90.0,435.0,297.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius59419.jpeg,35.0,123.75,250.0,272.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius59419.jpeg,236.25,65.0,450.0,237.50000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/P1080878b.jpg,58.75,85.0,430.0,321.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58344.jpeg,3.75,87.5,417.5,305.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius57007.jpeg,43.75000000000001,40.0,282.50000000000006,463.75,Colletes cunicularius,334,500
BD_71/Colletes cunicularius/Colletes cunicularius428.jpg,122.5,132.5,468.75,367.5,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius27203.jpeg,138.75,157.5,232.5,268.75,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/anthophora.jpg,128.75,71.25,451.25,301.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius22998.jpg,168.75,58.75,330.0,298.75,Colletes cunicularius,500,342
BD_71/Colletes cunicularius/Colletes cunicularius19607.jpeg,55.80357142857143,50.54464285714285,316.25,317.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius19607.jpeg,202.5,40.00000000000001,468.75,281.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/P1190268.jpg,28.75,27.500000000000004,425.0,332.5,Colletes cunicularius,500,359
BD_71/Colletes cunicularius/img_4252.jpg,76.25,82.50000000000001,285.0,237.50000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/img_4252.jpg,233.75,68.75,403.75,301.25000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21097.jpeg,75.0,112.5,332.5,433.75,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius21813.jpg,32.5,35.0,451.25,266.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/7_avril_023x.jpg,28.75,66.25,240.0,300.0,Colletes cunicularius,500,355
BD_71/Colletes cunicularius/7_avril_023x.jpg,111.25,135.0,402.5,318.75,Colletes cunicularius,500,355
BD_71/Colletes cunicularius/Colletes cunicularius58752.jpeg,138.75,32.5,380.0,350.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius7829.jpeg,116.25,6.25,305.0,322.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius61668.jpeg,85.0,78.75,418.75,306.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius22309.jpeg,96.25,72.5,441.25,318.75,Colletes cunicularius,500,345
BD_71/Colletes cunicularius/dsc06058.jpg,123.75,18.75,358.75,336.25000000000006,Colletes cunicularius,500,383
BD_71/Colletes cunicularius/colletes_cunicul.jpg,85.0,83.75,353.75,263.75,Colletes cunicularius,500,277
BD_71/Colletes cunicularius/colletes_cunicul.jpg,360.0,6.25,498.75,277.0,Colletes cunicularius,500,277
BD_71/Colletes cunicularius/Colletes cunicularius95160.jpg,117.5,85.0,443.75,318.74999999999994,Colletes cunicularius,500,382
BD_71/Colletes cunicularius/Colletes cunicularius28498.jpeg,141.25,162.5,245.0,291.25,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius57419.jpeg,51.25,72.5,423.75,293.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/dscf0465.jpg,5.0,46.24999999999999,451.25,280.0,Colletes cunicularius,500,336
BD_71/Colletes cunicularius/Colletes cunicularius3128.jpg,97.5,5.000000000000001,450.0,296.25000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius24323.jpg,88.75,23.75,431.25,273.75,Colletes cunicularius,500,278
BD_71/Colletes cunicularius/Colletes cunicularius95047.jpg,107.5,255.0,238.75000000000003,355.0,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius23051.jpeg,140.0,11.25,253.75,192.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius23051.jpeg,190.0,37.50000000000001,396.25,198.75,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius23051.jpeg,196.25,153.75000000000003,376.25,305.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/APO COL Colletes cunicularius 3.jpg,37.5,33.75,481.25,286.24999999999994,Colletes cunicularius,500,327
BD_71/Colletes cunicularius/Colletes cunicularius62194.jpeg,123.75,37.5,343.75,311.25,Colletes cunicularius,500,389
BD_71/Colletes cunicularius/_ds04356_0.jpg,30.0,17.5,427.5,300.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/P1190273.jpg,40.0,56.24999999999999,431.25,292.5,Colletes cunicularius,500,361
BD_71/Colletes cunicularius/Colletes cunicularius89809.jpeg,176.25,141.25,336.25,345.0,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius23058.jpg,75.0,161.25,231.25,442.5,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius8086.jpg,63.75,65.0,425.0,402.5,Colletes cunicularius,500,495
BD_71/Colletes cunicularius/Colletes cunicularius23706.jpeg,187.5,125.0,396.25,361.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius61587.jpeg,117.5,38.75,337.5,342.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius51699.jpg,97.5,40.00000000000001,471.25,285.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius2494.jpg,43.75,48.75,428.75,271.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius27534.jpg,12.5,88.75,358.75,365.0,Colletes cunicularius,376,500
BD_71/Colletes cunicularius/Colletes cunicularius22751.jpeg,35.0,91.25,465.0,300.0,Colletes cunicularius,500,396
BD_71/Colletes cunicularius/IMG_7071.jpg,197.5,1.2500000000000002,395.0,183.75,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/IMG_7071.jpg,162.5,116.25,395.0,316.25000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius58757.jpeg,123.75,30.0,318.75,346.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius6147.jpg,6.25,45.0,316.25000000000006,360.0,Colletes cunicularius,333,500
BD_71/Colletes cunicularius/Colletes cunicularius61751.jpg,87.5,128.75,485.0,362.5,Colletes cunicularius,500,475
BD_71/Colletes cunicularius/Colletes cunicularius58249.jpeg,90.0,36.25,420.0,458.75,Colletes cunicularius,472,500
BD_71/Colletes cunicularius/Colletes cunicularius58759.jpeg,111.25,5.0,358.75,351.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius96572.jpeg,68.75,26.250000000000004,436.25,313.75000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius58783.jpg,60.0,52.50000000000001,375.0,291.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius62370.jpeg,76.25,43.75,291.25,357.5,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius60885.jpg,105.0,28.750000000000004,457.5,270.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius93592.jpg,106.25,88.75,248.75,212.50000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius93592.jpg,237.5,97.5,451.25,235.00000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius24097.jpg,115.0,120.0,380.0,372.5,Colletes cunicularius,500,471
BD_71/Colletes cunicularius/Colletes cunicularius21182.jpeg,51.25,53.75,438.75,310.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58226.jpeg,92.5,103.75,446.25,333.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius60478.jpeg,111.60714285714286,31.25,372.5,338.1696428571428,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius8484.jpeg,61.25,61.25,435.0,310.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58876.jpg,28.75,72.5,482.5,360.0,Colletes cunicularius,500,396
BD_71/Colletes cunicularius/Colletes cunicularius62863.jpeg,75.0,63.75000000000001,398.75,332.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius61555.jpg,107.5,131.25,250.0,450.0,Colletes cunicularius,486,500
BD_71/Colletes cunicularius/Colletes cunicularius61555.jpg,212.5,45.0,408.75,348.75,Colletes cunicularius,486,500
BD_71/Colletes cunicularius/Colletes cunicularius93744.jpg,82.5,112.5,322.5,325.0,Colletes cunicularius,500,376
BD_71/Colletes cunicularius/Colletes cunicularius93744.jpg,310.0,81.25,483.75,278.75,Colletes cunicularius,500,376
BD_71/Colletes cunicularius/Colletes cunicularius50719.jpeg,117.5,91.25,387.5,306.25,Colletes cunicularius,500,384
BD_71/Colletes cunicularius/Colletes cunicularius58102.jpg,195.0,45.0,365.0,180.0,Colletes cunicularius,500,384
BD_71/Colletes cunicularius/Colletes cunicularius58102.jpg,108.75,51.25000000000001,257.5,187.5,Colletes cunicularius,500,384
BD_71/Colletes cunicularius/Colletes cunicularius58102.jpg,166.25,183.75,378.75,353.75,Colletes cunicularius,500,384
BD_71/Colletes cunicularius/Colletes cunicularius58722.jpeg,118.75,21.25,272.5,210.0,Colletes cunicularius,500,346
BD_71/Colletes cunicularius/Colletes cunicularius58722.jpeg,188.75,61.25,362.5,276.24999999999994,Colletes cunicularius,500,346
BD_71/Colletes cunicularius/Colletes cunicularius22997.jpg,102.5,77.49999999999999,408.75,287.49999999999994,Colletes cunicularius,500,347
BD_71/Colletes cunicularius/Colletes cunicularius64253.jpg,128.75,40.00000000000001,436.25,256.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius6013.jpg,118.75,26.250000000000004,452.5,320.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius63885.jpeg,95.0,141.25,411.25,341.25,Colletes cunicularius,461,500
BD_71/Colletes cunicularius/Colletes cunicularius71839.jpg,71.25,90.0,421.25,377.5,Colletes cunicularius,500,455
BD_71/Colletes cunicularius/IMGP5651-3.jpg,148.75,55.0,370.0,298.75,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius27939.jpeg,86.25,137.5,298.75,336.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius62372.jpeg,80.0,75.0,443.75,320.0,Colletes cunicularius,500,356
BD_71/Colletes cunicularius/Colletes cunicularius96320.jpg,188.75,7.500000000000001,426.25,322.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius97165.jpeg,136.25,60.0,380.0,416.25,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius2994.jpg,46.25,76.25,401.25,316.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius59618.jpeg,76.25,96.25,443.75,335.0,Colletes cunicularius,500,418
BD_71/Colletes cunicularius/Colletes cunicularius10433.jpg,36.25,6.250000000000001,498.75,334.0,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius22845.jpeg,101.25,91.25,431.25,305.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius51919.jpg,88.75,100.0,446.25,326.25,Colletes cunicularius,500,499
BD_71/Colletes cunicularius/Colletes cunicularius51919.jpg,42.5,222.5,256.25,430.0,Colletes cunicularius,500,499
BD_71/Colletes cunicularius/Colletes cunicularius59915.jpeg,145.0,82.5,282.5,270.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58465.jpg,58.75,35.0,340.0,276.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius61719.jpg,118.75,68.75,398.75,281.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius19712.jpg,132.5,103.75,248.75,240.0,Colletes cunicularius,500,332
BD_71/Colletes cunicularius/Colletes cunicularius60166.jpeg,132.5,171.25,235.00000000000003,286.25,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius62195.jpeg,147.5,76.25,355.0,263.75,Colletes cunicularius,500,356
BD_71/Colletes cunicularius/Colletes cunicularius96462.jpeg,132.5,72.5,412.5,275.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/IMG_7056.jpg,42.5,56.25000000000001,300.0,208.75,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/IMG_7056.jpg,145.0,81.25000000000001,401.25,285.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius96583.jpg,65.0,103.75,313.75,222.5,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius96583.jpg,253.75,45.0,411.25,203.75000000000003,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius97161.jpeg,156.25,102.5,375.0,402.5,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius60854.jpeg,120.0,170.0,225.0,277.5,Colletes cunicularius,281,500
BD_71/Colletes cunicularius/Colletes cunicularius8232.jpeg,87.5,56.25,477.5,337.5,Colletes cunicularius,500,368
BD_71/Colletes cunicularius/Colletes cunicularius64727.jpeg,72.5,50.0,405.0,266.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21103.jpeg,87.5,41.25,301.25,390.0,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius11483.jpg,118.75,75.0,282.5,233.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius11483.jpg,160.0,138.75,395.0,292.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius61459.jpeg,140.0,83.75000000000001,438.75,275.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius59342.jpg,85.0,12.5,322.5,316.25,Colletes cunicularius,500,339
BD_71/Colletes cunicularius/Colletes cunicularius59583.jpeg,60.0,18.75,345.0,308.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius94694.jpg,163.75,86.25,447.5,256.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/dsc06036_38.jpg,7.5,60.0,210.0,212.5,Colletes cunicularius,500,261
BD_71/Colletes cunicularius/dsc06036_38.jpg,265.0,55.0,495.0,226.25,Colletes cunicularius,500,261
BD_71/Colletes cunicularius/Colletes cunicularius8455.jpeg,78.75,135.0,400.0,286.25,Colletes cunicularius,500,400
BD_71/Colletes cunicularius/Colletes cunicularius5796.jpg,2.5,13.750000000000002,458.75,271.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius67458.jpeg,95.0,110.0,285.0,398.75,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius65788.jpeg,78.75,32.5,470.0,351.24999999999994,Colletes cunicularius,500,412
BD_71/Colletes cunicularius/Colletes cunicularius59099.jpeg,137.5,68.75,207.5,153.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius59099.jpeg,201.25,140.0,293.75,197.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/colletes_cuniculu.jpg,81.25,37.50000000000001,392.5,250.00000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius58393.jpeg,132.5,197.5,282.5,302.5,Colletes cunicularius,450,500
BD_71/Colletes cunicularius/Colletes cunicularius65873.jpg,152.5,95.0,350.0,403.75,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius58562.jpeg,83.75,97.5,427.5,301.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius62840.jpeg,80.0,21.25,445.0,230.0,Colletes cunicularius,500,243
BD_71/Colletes cunicularius/Colletes cunicularius23117.jpeg,50.0,57.5,330.0,347.5,Colletes cunicularius,500,438
BD_71/Colletes cunicularius/Colletes cunicularius8554.jpg,60.0,53.75,297.5,411.25,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius51923.jpg,86.25,91.25,431.25,286.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius96584.jpg,85.0,116.25,468.75,297.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius59951.jpeg,280.0,175.0,377.5,327.5,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius59951.jpeg,105.0,170.0,251.25,273.75,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius59951.jpeg,233.75,158.75,316.25,258.75,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius57340.jpg,85.0,83.75000000000001,403.75,270.0,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius59421.jpeg,165.0,68.75,471.25,241.25000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius20230.jpeg,103.75,95.0,407.5,302.5,Colletes cunicularius,500,361
BD_71/Colletes cunicularius/Colletes cunicularius24802.jpeg,50.0,50.0,360.0,418.75000000000006,Colletes cunicularius,500,484
BD_71/Colletes cunicularius/Colletes cunicularius6144.jpg,80.0,27.500000000000004,453.75,295.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius64254.jpg,83.75,47.5,302.5,312.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/rcanal_048.jpg,95.3125,129.46428571428572,307.5,353.75,Colletes cunicularius,350,500
BD_71/Colletes cunicularius/Colletes cunicularius57339.jpg,70.0,58.75000000000001,373.75,255.00000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius23851.jpg,166.25,12.5,357.5,217.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius23851.jpg,166.25,165.0,343.75,358.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58230.jpg,25.0,96.25,445.0,319.99999999999994,Colletes cunicularius,500,392
BD_71/Colletes cunicularius/Colletes cunicularius55331.jpg,167.5,120.0,385.0,288.75,Colletes cunicularius,425,500
BD_71/Colletes cunicularius/Colletes cunicularius55331.jpg,40.0,147.5,232.50000000000003,250.0,Colletes cunicularius,425,500
BD_71/Colletes cunicularius/_ds04357.jpg,37.5,51.25,435.0,302.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius8005.jpg,107.5,65.0,441.25,388.75,Colletes cunicularius,500,500
BD_71/Colletes cunicularius/Colletes cunicularius24926.jpg,35.0,192.5,217.50000000000003,367.5,Colletes cunicularius,333,500
BD_71/Colletes cunicularius/Colletes cunicularius6116.jpg,3.75,43.75,483.75,315.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius22509.jpeg,60.0,86.25,272.5,250.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius59917.jpeg,186.25,70.0,406.25,263.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/andrene.jpg.jpg,63.75,142.5,267.5,395.0,Colletes cunicularius,500,437
BD_71/Colletes cunicularius/Colletes cunicularius61995.jpeg,153.75,36.25,431.25,253.75000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius5999.jpg,16.25,61.25,400.0,281.25,Colletes cunicularius,500,300
BD_71/Colletes cunicularius/Colletes cunicularius58268.jpg,12.5,32.5,215.0,371.25,Colletes cunicularius,243,500
BD_71/Colletes cunicularius/Colletes cunicularius10582.jpg,120.0,98.75,273.75,378.75,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius60886.jpg,173.75,47.5,343.75,295.00000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius5989.jpg,107.5,42.5,472.5,281.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius8499.jpg,120.0,48.75,362.5,307.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58852.jpg,53.75,57.5,272.5,202.5,Colletes cunicularius,500,317
BD_71/Colletes cunicularius/Colletes cunicularius94855.jpeg,86.25,71.25,192.5,197.5,Colletes cunicularius,500,372
BD_71/Colletes cunicularius/Colletes cunicularius94855.jpeg,213.75,181.25,313.75,276.25,Colletes cunicularius,500,372
BD_71/Colletes cunicularius/Colletes cunicularius60454.jpeg,57.5,53.75,428.75,330.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius63918.jpg,207.50000000000003,126.25,321.25,283.75,Colletes cunicularius,483,500
BD_71/Colletes cunicularius/Colletes cunicularius21316.jpg,158.75,62.50000000000001,323.75,246.25000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius22501.jpg,162.94642857142858,128.75,401.25,313.75,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius52428.jpg,120.0,70.0,338.75,303.75,Colletes cunicularius,500,344
BD_71/Colletes cunicularius/Colletes cunicularius21498.jpeg,143.75,55.00000000000001,346.25,301.25000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius60837.jpg,166.25,138.75,366.25,313.75000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius60837.jpg,195.0,38.75000000000001,352.5,202.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21062.jpg,30.0,127.5,121.25,197.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21062.jpg,310.0,128.75,393.75,206.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius21062.jpg,162.5,260.0,221.25,323.75000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius63056.jpeg,85.0,58.75,281.25,352.5,Colletes cunicularius,343,500
BD_71/Colletes cunicularius/Colletes cunicularius7300.jpg,112.5,151.25,292.5,306.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius58280.jpg,95.0,28.75,362.5,331.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius55115.jpeg,16.25,17.5,312.5,295.0,Colletes cunicularius,500,342
BD_71/Colletes cunicularius/Colletes cunicularius55115.jpeg,123.75,43.75,478.75,342.0,Colletes cunicularius,500,342
BD_71/Colletes cunicularius/Colletes cunicularius5708.jpg,52.5,46.25,442.5,252.50000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius58568.jpeg,33.75,81.25,246.25,237.50000000000003,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius58568.jpeg,280.0,98.75,432.5,282.50000000000006,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius58568.jpeg,141.25,127.5,385.0,273.75,Colletes cunicularius,500,334
BD_71/Colletes cunicularius/Colletes cunicularius8335.jpg,80.0,12.5,305.0,258.75,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius8215.jpeg,151.25,91.25,392.5,312.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius64116.jpeg,190.0,65.0,391.25,343.75,Colletes cunicularius,500,436
BD_71/Colletes cunicularius/Colletes cunicularius23131.jpg,65.0,160.0,316.25,411.25,Colletes cunicularius,375,500
BD_71/Colletes cunicularius/Colletes cunicularius58936.jpeg,87.5,80.0,367.5,270.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius51917.jpg,153.75,95.0,442.5,317.5,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius21171.jpeg,81.25,18.75,358.75,355.0,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/Colletes cunicularius60067.jpeg,77.5,131.25,277.5,373.75,Colletes cunicularius,387,500
BD_71/Colletes cunicularius/Colletes cunicularius56246.jpeg,126.25,131.25,341.25,307.50000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius27177.jpeg,102.5,150.0,295.0,256.25,Colletes cunicularius,500,375
BD_71/Colletes cunicularius/3bee947e6f1def1bae2be5f203760b1b.jpg,70.0,52.50000000000001,273.75,201.25,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/3bee947e6f1def1bae2be5f203760b1b.jpg,173.75,138.75,341.25,242.50000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius20173.jpeg,182.5,48.75,297.5,245.00000000000003,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius20173.jpeg,128.75,153.75000000000003,292.5,328.75000000000006,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius2839.jpg,118.75,182.50000000000003,406.25,367.50000000000006,Colletes cunicularius,500,433
BD_71/Colletes cunicularius/Colletes cunicularius59420.jpeg,140.0,75.00000000000001,355.0,206.63839285714283,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/Colletes cunicularius59420.jpeg,323.75,35.0,485.0,192.5,Colletes cunicularius,500,333
BD_71/Colletes cunicularius/img_0833.jpg,170.0,26.250000000000004,367.5,298.75000000000006,Colletes cunicularius,500,333
