paths;label;bdd
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/196599684.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122243868.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118246048.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/195914653.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/245515711.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/63661002.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184671029.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/124476244.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189784104.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261250122.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116408474.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117333703.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/191110414.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122246329.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122414633.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189461066.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65492204.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/82180989.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/35877218.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/180464804.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/115521727.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/208710733.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/190883136.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70160042.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122947372.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/25243387.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120307624.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70387724.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188811473.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187333592.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/255142335.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184691890.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/196599734.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/114558851.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/179581197.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/259682397.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/71336048.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/182978872.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/66194289.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/66412688.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/33363265.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118285022.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/114574285.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118114607.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34005983.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/128645286.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/35039867.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/63951268.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34959377.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121754943.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/260120892.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187853919.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65404632.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184043907.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/3478529.JPG;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116979156.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126397216.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/196622191.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121597189.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/162631787.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261887302.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118016771.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121133612.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126749982.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/33358328.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122754261.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187853905.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187149772.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/183000557.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/262823345.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67756534.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/257418004.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/68455128.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/253276813.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121136680.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/131961515.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67973021.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/183763756.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120236910.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121620226.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34900464.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121385491.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/68351651.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70786088.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/10361061.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/193258832.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/110869212.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189624489.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121385285.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/69759543.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67184308.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122979884.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122979103.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120427776.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261013007.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/191700772.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184043926.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/122760624.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67198404.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/114931306.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/125877707.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261035366.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117405727.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/68756897.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70731391.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/185356005.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/119209575.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/186082973.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126626455.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/113774004.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/73579868.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/71111060.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/69976952.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70387610.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261407221.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184854365.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118021054.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/180579226.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/185243085.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118418876.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/186088770.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118381352.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189271090.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261686754.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121976710.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/124718591.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65587978.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/190183720.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/195154153.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/123427097.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/64930348.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184854375.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/262073196.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117791081.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126397240.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188104135.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/36160113.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187251497.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/124559701.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/177117992.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118563149.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126394219.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189878096.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/129279391.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/68828744.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/1909694.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67972983.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/237451639.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188039817.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34955542.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/191328150.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118021013.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116568221.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/183271193.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184691632.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/57233379.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117228392.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/27492323.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/190183743.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188106289.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/11988472.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261056554.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184147789.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70384996.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189896952.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/262987997.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/33476851.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118375241.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121801895.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120611948.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/61065701.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/66636442.png;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/180942983.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/114287798.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188460974.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/35649525.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/123583924.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/68705224.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/129354346.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/188152324.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65405044.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189485379.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/258969962.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/183459545.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/186083023.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118540888.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116093606.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34955533.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/63475665.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/66252540.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/193292283.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/119784032.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120611902.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121395381.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/128934219.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121976770.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126876220.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65764920.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117363933.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/246776962.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/65802643.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117409543.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/125474546.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/189807699.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/192949088.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118597967.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/192892158.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/128645264.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/183459500.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/13805209.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/182413659.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/192112247.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/193505464.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/112903483.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/64800623.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/67756549.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/76828716.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/63842861.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118459476.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/191253632.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184143722.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/126015140.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/34036941.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/6618828.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/121395630.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187483356.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/35552230.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/124740590.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/262104240.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/69980978.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/70387666.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/193139813.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/69916654.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/124664873.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/187483408.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/64858081.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116979160.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/184888960.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/112110654.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/117357632.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/118095449.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/116637217.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/198454830.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/123011496.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/251550114.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/120402243.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/261871353.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/33685320.jpeg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/6816029.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/71949928.jpg;Anthophora plumipes;
../../data_bees_detection/whole_dataset/inaturalist_2305/Anthophora plumipes/182450693.jpeg;Anthophora plumipes;
